Code,Name,Cur,Price,+/-,%+/-,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Symbol
OPM,1PM,GBX,23.25,-2.5,-9.71,,,,,OPM
SPA,1SPATIAL,GBX,21.0,-1.5,-6.67,,,,,SPA
III,3I GRP.,GBX,713.4,-117.0,-14.09,,,,,III
DDDD,4D PHARMA PLC,GBX,44.9,0.0,0.0,,,,,DDDD
FOUR,4IMPRINT GRP.,GBX,2590.0,-210.0,-7.5,,,,,FOUR
SIXH,600 GRP.,GBX,9.0,-1.12,-11.11,,,,,SIXH
7DIG,7DIGITAL,GBX,0.25,-0.07,-23.08,,,,,7DIG
88E,88 ENERGY,GBX,0.82,-0.15,-15.38,,,,,88E
888,888 HLDGS,GBX,92.5,-2.85,-2.99,,,,,888
ASBE,A.B.ENGINEERING,GBX,15.0,0.0,0.0,,,,,ASBE
ABF,A.B.FOOD,GBX,1852.5,-152.5,-7.61,,,,,ABF
AA.,AA PLC,GBX,30.8,-2.88,-8.55,,,,,AA.
ABDP,AB DYNAMICS,GBX,1462.5,-127.5,-8.02,,,,,ABDP
ANII,AB NEW INDIA,GBX,371.0,-32.0,-7.94,,,,,ANII
ABC,ABCAM,GBX,1056.0,-84.0,-7.37,,,,,ABC
AAIF,ABDN.ASN INC,GBX,172.0,-12.0,-6.52,,,,,AAIF
ANW,ABDN.NEW THAI,GBX,375.0,0.0,0.0,,,,,ANW
ABD,ABDN.NW.DWN,GBX,217.0,-11.0,-4.82,,,,,ABD
ADIG,ABERDEEN DI&G,GBX,97.4,-5.1,-4.98,,,,,ADIG
AJIT,ABERDEEN JAPAN,GBX,499.0,-33.5,-6.29,,,,,AJIT
ASCI,ABERDEEN SML.CO,GBX,271.0,-16.5,-5.74,,,,,ASCI
ASIT,ABERFORTH SPLI.,GBX,62.75,0.0,0.0,,,,,ASIT
ASIZ,ABERFORTH SPLIZ,GBX,108.5,0.0,0.0,,,,,ASIZ
ASL,ABERFTH.SMLL.CO,GBX,1000.0,-108.0,-9.75,,,,,ASL
AASC,ABSTD ASIA CULS,GBX,97.5,-0.5,-0.51,,,,,AASC
AAS,ABSTD ASIAFOCUS,GBX,854.0,-46.0,-5.11,,,,,AAS
ASEI,ABSTD EQUITYINC,GBX,290.5,0.0,0.0,,,,,ASEI
ASLI,ABSTD EURO LOG.,GBX,85.4,-5.6,-6.15,,,,,ASLI
ACC,ACC.INT.,GBX,49.5,-1.5,-2.94,,,,,ACC
ACSO,ACCESSO TECH,GBX,310.0,-50.0,-13.89,,,,,ACSO
ACRL,ACCROL GP,GBX,37.0,-3.0,-7.5,,,,,ACRL
AXS,ACCSYS TECH,GBX,81.5,0.0,0.0,,,,,AXS
AEG,ACTIVE ENERGY,GBX,0.58,-0.03,-4.1,,,,,AEG
ACT,ACTUAL EXPERIEN,GBX,37.0,0.0,0.0,,,,,ACT
ADAM,ADAMAS FIN,GBX,24.0,0.0,0.0,,,,,ADAM
ADT,ADEPT TECH.,GBX,283.0,-18.0,-5.98,,,,,ADT
ADES,ADES INT.HDG,USD,8.85,0.0,0.0,,,,,ADES
ADME,ADM ENERGY,GBX,3.35,-0.1,-2.9,,,,,ADME
ADM,ADMIRAL GRP,GBX,1887.0,-207.0,-9.89,,,,,ADM
ADT1,ADRIATIC METAL.,GBX,53.5,0.0,0.0,,,,,ADT1
AMS,ADVANCED MED.,GBX,236.0,-9.0,-3.67,,,,,AMS
AVO,ADVANCED ONCO,GBX,30.5,-2.0,-6.15,,,,,AVO
AFN,ADVFN,GBX,13.0,-0.5,-3.7,,,,,AFN
AEO,AEOREMA COMM.,GBX,21.0,0.0,0.0,,,,,AEO
AEWU,AEW UK REIT,GBX,82.9,0.0,0.0,,,,,AEWU
AFRK,AFARAK GROUP,GBX,35.0,0.0,0.0,,,,,AFRK
AFC,AFC ENERGY,GBX,19.7,-2.15,-9.84,,,,,AFC
AFHP,AFH FINANCIAL,GBX,293.0,-23.0,-7.28,,,,,AFHP
ATM,AFRITIN MINING.,GBX,2.2,-0.15,-6.38,,,,,ATM
AGK,AGGREKO,GBX,471.1,-70.3,-12.98,,,,,AGK
AGTA,AGRITERRA LD,GBX,5.47,0.0,0.0,,,,,AGTA
AIQ,AIQ LIMITED,GBX,27.5,0.0,0.0,,,,,AIQ
AIR,AIR PARTNER,GBX,69.5,0.0,0.0,,,,,AIR
AIEA,AIREA,GBX,35.5,-1.0,-2.74,,,,,AIEA
AAF,AIRTEL AFRICA,GBX,38.68,-11.32,-22.64,,,,,AAF
AJB,AJ BELL,GBX,277.0,-33.5,-10.79,,,,,AJB
ALBA,ALBA MIN,GBX,0.07,-0.01,-12.5,,,,,ALBA
AAEV,ALBION EN. VCT,GBX,110.0,0.0,0.0,,,,,AAEV
AAVC,ALBION VENTURE,GBX,71.75,0.0,0.0,,,,,AAVC
AADV,ALBION. DEV VCT,GBX,79.5,0.0,0.0,,,,,AADV
AATG,ALBION. TCH VCT,GBX,79.0,0.0,0.0,,,,,AATG
AEFS,ALCENTRA GBP,GBX,94.4,0.0,0.0,,,,,AEFS
ALFA,ALFA FIN,GBX,63.0,-10.0,-13.7,,,,,ALFA
UFO,ALIEN METALS,GBX,0.11,-0.01,-4.25,,,,,UFO
AAA,ALL ACTIVE,GBX,0.17,0.0,0.0,,,,,AAA
AGY,ALLERGY THERA.,GBX,8.43,-0.82,-8.92,,,,,AGY
APH,ALLIANCE PHARMA,GBX,70.1,-2.9,-3.97,,,,,APH
ATST,ALLIANCE TRUST,GBX,635.0,-50.0,-7.3,,,,,ATST
ATT,ALLIANZ TECH,GBX,1442.0,-130.0,-8.27,,,,,ATT
ALM,ALLIED MIND,GBX,28.8,-1.4,-4.64,,,,,ALM
AFM,ALPHA FIN. MKTS,GBX,195.0,-4.0,-2.01,,,,,AFM
AFX,ALPHA FX GROUP.,GBX,1025.0,-90.0,-8.07,,,,,AFX
ALGW,ALPHA GROWTH,GBX,1.3,-0.2,-13.33,,,,,ALGW
AIRE,ALTERNATIVE INC,GBX,69.5,-2.25,-3.14,,,,,AIRE
ALT,ALTITUDE,GBX,27.5,-2.5,-8.33,,,,,ALT
ALS,ALTUS STRATEGI.,GBX,27.5,-1.0,-3.51,,,,,ALS
ALTN,ALTYN,GBX,0.7,0.0,0.0,,,,,ALTN
ALU,ALUMASC GROUP,GBX,96.5,-8.0,-7.66,,,,,ALU
AMAT,AMATI AIM VCT,GBX,120.5,-7.0,-5.49,,,,,AMAT
AFS,AMIAD WATER,GBX,210.0,-10.0,-4.54,,,,,AFS
AMGO,AMIGO,GBX,17.68,-4.52,-20.36,,,,,AMGO
AMO,AMINO TECH,GBX,123.5,-5.5,-4.26,,,,,AMO
AMYT,AMRYT PHARMA,GBX,97.5,-6.5,-6.25,,,,,AMYT
AMC,AMUR MINERALS,GBX,1.22,0.0,0.0,,,,,AMC
ASY,ANDREWS SYKES,GBX,485.0,-32.5,-6.28,,,,,ASY
ANX,ANEXO GROUP PLC,GBX,134.0,-11.0,-7.59,,,,,ANX
AGL,ANGLE,GBX,62.0,-3.0,-4.62,,,,,AGL
AYM,ANGLESEY MINING,GBX,1.2,-0.1,-7.69,,,,,AYM
ANG,ANGLING DIRECT,GBX,41.0,-5.5,-11.83,,,,,ANG
AAOG,ANGLO AFRI O&G,GBX,0.17,0.0,0.0,,,,,AAOG
AAAP,ANGLO AFRICAN,GBX,4.5,0.0,0.0,,,,,AAAP
AAL,ANGLO AMERICAN,GBX,1234.4,-286.8,-18.85,,,,,AAL
AAZ,ANGLO ASIAN,GBX,100.5,-22.0,-17.96,,,,,AAZ
APF,ANGLO PACIFIC,GBX,112.0,-8.0,-6.67,,,,,APF
AEP,ANGLO-EASTERN,GBX,423.5,0.0,0.0,,,,,AEP
ANGS,ANGUS ENERGY,GBX,0.62,-0.03,-3.85,,,,,ANGS
ANCR,ANIMALCARE GRP,GBX,180.0,-5.0,-2.7,,,,,ANCR
ANP,ANPARIO,GBX,310.0,-20.0,-6.06,,,,,ANP
ANTO,ANTOFAGASTA,GBX,612.0,-80.4,-11.61,,,,,ANTO
AO.,AO WORLD,GBX,71.6,10.6,17.38,,,,,AO.
AOR,AORTECH INTL,GBX,74.50,-6.0,-7.45,,,,,AOR
JTWO,API GROUP,USD,-,0.0,0.0,,,,,JTWO
AGM,APPLIED GRAPH.,GBX,10.50,-2.5,-19.23,,,,,AGM
APP,APPRECIATE GRP.,GBX,51.00,0.0,0.0,,,,,APP
APTD,APTITUDE,GBX,431.00,-11.0,-2.49,,,,,APTD
AERI,AQUILA EURO.,EUR,1.03,0.0,0.0,,,,,AERI
AERS,AQUILA EURO. ?,GBX,90.70,0.0,0.0,,,,,AERS
AQSG,AQUILA SRVS GRP,GBX,34.00,0.0,0.0,,,,,AQSG
AQX,AQUIS EXCHANGE,GBX,400.00,-15.0,-3.61,,,,,AQX
ARBB,ARBUTHNOT,GBX,985.00,0.0,0.0,,,,,ARBB
ARCM,ARC MINERALS,GBX,1.75,-0.3,-14.63,,,,,ARCM
ARC,ARCONTECH GRP,GBX,135.50,-23.5,-14.78,,,,,ARC
ARDN,ARDEN PARTNERS,GBX,10.00,-1.5,-13.04,,,,,ARDN
ARE,ARENA EVENTS G.,GBX,8.60,-1.4,-14.0,,,,,ARE
AGFX,ARGENTEX GROUP.,GBX,120.00,-20.0,-14.29,,,,,AGFX
ARB,ARGO BLOCKCHAI.,GBX,3.75,-1.0,-21.05,,,,,ARB
ARG,ARGOS RESOURCES,GBX,2.10,0.0,0.0,,,,,ARG
AAU,ARIANA,GBX,2.35,-0.35,-12.96,,,,,AAU
ARIX,ARIX BIOSCIENCE,GBX,75.00,-2.0,-2.6,,,,,ARIX
ACP,ARMADALE CAP.,GBX,2.40,-0.25,-9.43,,,,,ACP
ARO,ARRICANO REAL,USD,0.45,0.0,0.0,,,,,ARO
ARW,ARROW GLOBAL,GBX,156.90,-23.1,-12.83,,,,,ARW
ATS,ARTEMIS ALPHA,GBX,247.00,0.0,0.0,,,,,ATS
AAM,ARTEMIS VCT,GBX,33.00,-0.5,-1.49,,,,,AAM
ASAI,ASA INT,GBX,222.00,0.0,0.0,,,,,ASAI
AST,ASCENT RES.,GBX,3.25,-0.12,-3.7,,,,,AST
ASCL,ASCENTIAL,GBX,267.80,-4.2,-1.54,,,,,ASCL
ASH,ASHLEY HOUSE,GBX,1.20,0.0,0.0,,,,,ASH
ALY,ASHLEY(LAURA),GBX,1.25,0.0,0.0,,,,,ALY
ASHM,ASHMORE,GBX,336.20,-50.4,-13.04,,,,,ASHM
AIE,ASHOKA INDIA E.,GBX,89.50,-13.5,-13.11,,,,,AIE
AHT,ASHTEAD GRP.,GBX,1701.50,-188.5,-9.97,,,,,AHT
DGN,ASIA DRAGON,GBX,342.00,-27.0,-7.32,,,,,DGN
ARS,ASIAMET RES,GBX,1.15,-0.12,-9.8,,,,,ARS
ASLR,ASIMILAR GRP,GBX,48.00,0.0,0.0,,,,,ASLR
ASC,ASOS,GBX,1977.00,-136.0,-6.44,,,,,ASC
PFGA,ASSD.NON.STANDA,GBX,-,0.0,0.0,,,,,PFGA
ASTO,ASSETCO,GBX,335.00,-5.0,-1.47,,,,,ASTO
AGR,ASSURA,GBX,67.00,-6.0,-8.22,,,,,AGR
AML,ASTON MARTIN,GBX,214.30,-4.8,-2.19,,,,,AML
AZN,ASTRAZENECA,GBX,6314.0,-641.0,-9.22,,,,,AZN
ATYM,ATALAYA MINING,GBX,127.5,-11.0,-7.94,,,,,ATYM
ATY,ATHELNEY TST.,GBX,210.0,0.0,0.0,,,,,ATY
AJG,ATLANTIS JAPAN,GBX,167.5,-12.0,-6.68,,,,,AJG
ATMA,ATLAS MARA,USD,0.88,-0.06,-6.38,,,,,ATMA
AOGL,ATTIS OIL & GAS,GBX,0.07,0.0,0.0,,,,,AOGL
ATQT,ATTRAQT GROUP,GBX,31.0,-0.5,-1.59,,,,,ATQT
AUCT,AUCTUS GROWTH,GBX,26.5,0.0,0.0,,,,,AUCT
AUG,AUGEAN,GBX,167.0,-15.0,-8.24,,,,,AUG
AUGM,AUGMENTUM FINT.,GBX,83.0,-6.75,-7.52,,,,,AUGM
AUK,AUKETT SWANKE,GBX,2.0,0.0,0.0,,,,,AUK
AURA,AURA EGY,GBX,0.23,0.0,0.0,,,,,AURA
ARR,AURORA INV.TST.,GBX,167.5,-22.0,-11.61,,,,,ARR
AUTG,AUTINS GROUP,GBX,17.5,0.0,0.0,,,,,AUTG
AUTO,AUTO TRAD,GBX,434.6,-27.9,-6.03,,,,,AUTO
AVCT,AVACTA,GBX,19.75,-3.0,-13.19,,,,,AVCT
AVST,AVAST,GBX,325.4,-19.0,-5.52,,,,,AVST
AVAP,AVATION,GBX,223.5,-21.0,-8.59,,,,,AVAP
AVV,AVEVA GRP,GBX,2882.0,-476.0,-14.18,,,,,AVV
AGT,AVI GLOBAL TST,GBX,595.0,-43.0,-6.74,,,,,AGT
AJOT,AVI JAPAN OPPO.,GBX,85.9,0.0,0.0,,,,,AJOT
AVG,AVINGTRANS,GBX,247.5,-12.5,-4.81,,,,,AVG
AV.,AVIVA,GBX,272.0,-39.0,-12.54,,,,,AV.
AVM,AVOCET MINING,GBX,13.1,0.0,0.0,,,,,AVM
AVON,AVON RBR.,GBX,2180.0,-185.0,-7.82,,,,,AVON
BME,B&M EUROPEAN,GBX,299.1,-2.0,-0.66,,,,,BME
BPM,B.P MARSH,GBX,220.0,-14.0,-5.98,,,,,BPM
BSD,B.S.D CROWN DI,GBX,25.0,0.0,0.0,,,,,BSD
B90,B90 HOLDINGS,GBX,5.25,-0.6,-10.26,,,,,B90
BAB,BABCOCK INTL,GBX,344.4,-35.3,-9.3,,,,,BAB
BCN,BACANORA LITHI.,GBX,19.0,-3.5,-15.56,,,,,BCN
BA.,BAE SYS.,GBX,503.4,-35.6,-6.61,,,,,BA.
BAGR,BAGIR GRP,GBX,0.57,-0.03,-4.17,,,,,BAGR
BPC,BAHAMAS PETROL,GBX,2.65,-0.35,-11.67,,,,,BPC
BGS,BAILL.G.SHIN.,GBX,119.6,-12.4,-9.39,,,,,BGS
BGFD,BAILLIE G.JAP.,GBX,580.0,-41.0,-6.6,,,,,BGFD
BGEU,BAILLIE GEU,GBX,716.0,-46.0,-6.04,,,,,BGEU
BGUK,BAILLIE GIFFORD,GBX,155.0,-13.0,-7.74,,,,,BGUK
USA,BAILLIE GIFFORD,GBX,127.0,-7.5,-5.58,,,,,USA
BAKK,BAKKAVOR,GBX,81.0,-10.4,-11.38,,,,,BAKK
BBY,BALFOUR B.,GBX,237.00,-27.6,-10.43,,,,,BBY
BGO,BANGO,GBX,71.00,-8.0,-10.13,,,,,BGO
BGEO,BANK OF GEORGIA,GBX,1234.00,-206.0,-14.31,,,,,BGEO
BNKR,BANKERS INV.TST,GBX,806.00,-59.0,-6.82,,,,,BNKR
BARC,BARCLAYS,GBX,97.52,-20.42,-17.31,,,,,BARC
BEE,BARING EMERGING,GBX,542.00,-80.0,-12.86,,,,,BEE
BWO,BARLOWORLD,GBX,590.00,0.0,0.0,,,,,BWO
BOIL,BARON OIL,GBX,0.07,-0.01,-16.67,,,,,BOIL
BMD,BARONSMEAD 2VT,GBX,69.50,-1.0,-1.42,,,,,BMD
BVT,BARONSMEAD VT,GBX,69.50,0.0,0.0,,,,,BVT
BAG,BARR (A.G.),GBX,472.50,-27.0,-5.41,,,,,BAG
BDEV,BARRATT DEVEL.,GBX,554.60,-90.6,-14.04,,,,,BDEV
BSE,BASE RES,GBX,9.75,-0.5,-4.88,,,,,BSE
BASK,BASKERVILLE CA,GBX,3.45,0.0,0.0,,,,,BASK
BVC,BATM ADVANCED,GBX,45.20,-0.8,-1.74,,,,,BVC
BBH,BB HEALTHCARE,GBX,121.50,-8.5,-6.54,,,,,BBH
BBGI,BBGI SICAV,GBX,157.00,0.5,0.32,,,,,BBGI
0BCR,BCRE-BRACK CAP.,EUR,-,0.0,0.0,,,,,0BCR
BHRD,BE HEARD,GBX,0.30,-0.07,-20.0,,,,,BHRD
BEZ,BEAZLEY,GBX,442.00,-55.4,-11.14,,,,,BEZ
BKS,BEEKS FIN.CLOUD,GBX,80.0,-8.0,-9.09,,,,,BKS
BEG,BEGBIES,GBX,81.0,-4.5,-5.26,,,,,BEG
BWY,BELLWAY,GBX,2898.0,-362.0,-11.1,,,,,BWY
BLV,BELVOIR,GBX,129.0,-16.0,-11.03,,,,,BLV
BMK,BENCHMARK HLDS,GBX,34.25,0.0,0.0,,,,,BMK
BEM,BEOWULF,GBX,4.25,-0.3,-6.59,,,,,BEM
BKY,BERKELEY ENG,GBX,8.0,-0.5,-5.88,,,,,BKY
BKG,BERKELEY GP.HLD,GBX,3641.0,-435.0,-10.67,,,,,BKG
BERM,BERMELE,GBX,1.0,0.0,0.0,,,,,BERM
BOTB,BEST,GBX,375.0,-10.0,-2.6,,,,,BOTB
BZT,BEZANT RES,GBX,0.11,-0.03,-21.43,,,,,BZT
BHP,BHP GROUP,GBX,939.8,-185.4,-16.48,,,,,BHP
BIDS,BIDSTACK GROUP,GBX,4.25,-0.65,-13.27,,,,,BIDS
BIFF,BIFFA,GBX,239.5,-8.5,-3.43,,,,,BIFF
BST,BIG SOFA TECH,GBX,3.0,-0.1,-3.23,,,,,BST
BYG,BIG YELLOW GRP,GBX,969.5,-90.5,-8.54,,,,,BYG
BBB,BIGBLU BROADB.,GBX,69.5,-1.0,-1.42,,,,,BBB
BILB,BILBY,GBX,14.5,-1.0,-6.45,,,,,BILB
BILL,BILLING SERVICE,GBX,3.05,0.0,0.0,,,,,BILL
BILN,BILLINGTON,GBX,345.0,-7.0,-1.99,,,,,BILN
BIOM,BIOME TECH,GBX,215.0,-15.0,-6.52,,,,,BIOM
BPCR,BIOPHARMA CRED.,USD,0.97,0.0,0.0,,,,,BPCR
BIOG,BIOTECH GWTH,GBX,784.0,-62.0,-7.33,,,,,BIOG
BVXP,BIOVENTIX,GBX,3335.0,-305.0,-8.38,,,,,BVXP
BISI,BISICHI MINING,GBX,105.0,0.0,0.0,,,,,BISI
BIRD,BLACKBIRD,GBX,10.5,-0.75,-6.67,,,,,BIRD
BRNA,BLACKROCK BRNA,GBX,142.0,-14.5,-9.27,,,,,BRNA
BERI,BLACKROCK ENGY,GBX,47.45,0.0,0.0,,,,,BERI
BRFI,BLACKROCK FR,GBX,86.0,-9.0,-9.47,,,,,BRFI
BRGE,BLACKROCK GREAT,GBX,319.0,-29.0,-8.33,,,,,BRGE
BRIG,BLACKROCK I&G,GBX,153.0,-14.0,-8.38,,,,,BRIG
BRLA,BLACKROCK LAT A,GBX,310.0,-43.5,-12.31,,,,,BRLA
BRSC,BLACKROCK SML,GBX,1246.0,-158.0,-11.25,,,,,BRSC
BRWM,BLACKROCK WLD,GBX,272.0,-32.0,-10.53,,,,,BRWM
BLTG,BLAN TECH GRP,GBX,211.0,-7.0,-3.21,,,,,BLTG
BRES,BLENCOWE RESOU.,GBX,4.5,0.0,0.0,,,,,BRES
BLOE,BLOCK ENERGY P.,GBX,2.85,-0.5,-14.93,,,,,BLOE
BMY,BLOOMSBURY PUB.,GBX,218.0,0.0,0.0,,,,,BMY
BLP,BLUE PLANET INV,GBX,33.5,-1.0,-2.9,,,,,BLP
PRSM,BLUE PRISM,GBX,1085.0,-195.0,-15.23,,,,,PRSM
BLU,BLUE STAR,GBX,0.1,-0.01,-4.76,,,,,BLU
BMV,BLUEBIRD MER,GBX,1.45,0.0,0.0,,,,,BMV
JAY,BLUEJAY MIN,GBX,5.07,-0.88,-14.79,,,,,JAY
BRD,BLUEROCK,GBX,65.0,-2.5,-3.7,,,,,BRD
BCI,BMO CAP & INC,GBX,258.0,-19.0,-6.86,,,,,BCI
BGSC,BMO GLOBAL,GBX,106.7,-7.4,-6.49,,,,,BGSC
BMPG,BMO MAN GRWTH,GBX,184.5,-12.5,-6.34,,,,,BMPG
BMPI,BMO MAN INC,GBX,112.0,-7.5,-6.28,,,,,BMPI
BPET,BMO PRIV. ORD,GBX,334.0,-9.0,-2.62,,,,,BPET
BREI,BMO REAL EST,GBX,65.8,-4.4,-6.27,,,,,BREI
BHI,BMO UK HIGH,GBX,77.0,-7.0,-8.33,,,,,BHI
BHIB,BMO UK HIGH B,GBX,77.5,-6.5,-7.74,,,,,BHIB
BHIU,BMO UK HIGH U,GBX,307.0,-20.0,-6.12,,,,,BHIU
BOY,BODYCOTE,GBX,537.5,-103.5,-16.15,,,,,BOY
BOKU,"BOKU, INC.",GBX,63.0,-5.0,-7.35,,,,,BOKU
BONH,BONHILL GROUP,GBX,24.0,-0.5,-2.04,,,,,BONH
BOOT,BOOT(H),GBX,288.0,-2.0,-0.69,,,,,BOOT
BOR,BORDERS & STH.,GBX,0.94,0.0,0.0,,,,,BOR
BIH,BOSTON INT,GBX,3.0,0.0,0.0,,,,,BIH
BOD,BOTSWANA DIAM,GBX,0.55,-0.07,-12.0,,,,,BOD
BOU,BOULD OPP,GBX,0.02,0.0,0.0,,,,,BOU
BLVN,BOWLEVEN,GBX,3.94,0.0,0.0,,,,,BLVN
BP.,BP,GBX,275.0,-42.15,-13.29,,,,,BP.
BAF,BR.AMER.INV.TST,GBX,30.5,-2.0,-6.15,,,,,BAF
BATS,BR.AMER.TOB.,GBX,2585.0,-298.0,-10.34,,,,,BATS
BLND,BR.LAND,GBX,383.9,-52.9,-12.11,,,,,BLND
BSC,BR.SMALL CO.2,GBX,51.5,0.0,0.0,,,,,BSC
BSV,BR.SMALLER COS.,GBX,71.0,0.0,0.0,,,,,BSV
THRG,BR.THROG.TRUST,GBX,494.0,-54.0,-9.85,,,,,THRG
BMS,BRAEMAR SHIP,GBX,117.0,-0.5,-0.43,,,,,BMS
BMTO,BRAIME ORD,GBX,1550.0,-150.0,-8.82,,,,,BMTO
BMT,BRAIME'A'N/V,GBX,1450.0,0.0,0.0,,,,,BMT
BAR,BRAND ARCHITEK.,GBX,116.0,-9.0,-7.2,,,,,BAR
BBSN,BRAVE BISON GRP,GBX,1.0,-0.03,-2.44,,,,,BBSN
BRH,BRAVEHEART INV,GBX,9.5,0.0,0.0,,,,,BRH
BRW,BREWIN DOLPHIN,GBX,231.0,-21.2,-8.41,,,,,BRW
BRCK,BRICKABILITY,GBX,63.0,-2.5,-3.82,,,,,BRCK
PIER,BRIGHTON PIER,GBX,46.5,-5.0,-9.71,,,,,PIER
BVIC,BRITVIC,GBX,690.0,-77.0,-10.04,,,,,BVIC
BRK,BROOKS,GBX,1650.0,-75.0,-4.35,,,,,BRK
BWNG,BROWN(N.) GRP.,GBX,39.54,-3.34,-7.79,,,,,BWNG
BUT,BRUNNER INV.TST,GBX,686.0,-64.0,-8.53,,,,,BUT
BSFA,BSF ENTERPRISE.,GBX,7.5,0.0,0.0,,,,,BSFA
BT.A,BT GROUP,GBX,107.32,-15.32,-12.49,,,,,BT.A
BNZL,BUNZL,GBX,1666.5,-96.5,-5.47,,,,,BNZL
BRBY,BURBERRY GRP,GBX,1305.5,-140.5,-9.72,,,,,BRBY
BYOT,BYOTROL,GBX,3.7,0.35,10.45,,,,,BYOT
C4XD,C4X DISCRY HDGS,GBX,9.5,-0.25,-2.56,,,,,C4XD
KDNC,CADENCE MINERAL,GBX,3.75,-0.15,-3.85,,,,,KDNC
CAD,CADOGAN,GBX,4.25,-0.1,-2.3,,,,,CAD
CFYN,CAFFYNS,GBX,335.0,-65.0,-16.25,,,,,CFYN
CNE,CAIRN ENERGY,GBX,61.3,-13.45,-17.99,,,,,CNE
CBOX,CAKE BOX HOLDI.,GBX,159.0,-8.0,-4.79,,,,,CBOX
CLC,CALCULUS VCT,GBX,45.0,-5.0,-10.0,,,,,CLC
CLDN,CALEDONIA INV.,GBX,2670.0,-125.0,-4.47,,,,,CLDN
CNN,CALEDONIAN TST.,GBX,172.5,0.0,0.0,,,,,CNN
CLSN,CALISEN,GBX,167.0,-11.6,-6.49,,,,,CLSN
CAMB,CAMBRIA AUTO,GBX,57.0,-6.5,-10.24,,,,,CAMB
COG,CAMBRIDGE COG,GBX,19.6,-0.6,-2.97,,,,,COG
CAM,CAMELLIA,GBX,7450.0,0.0,0.0,,,,,CAM
COPL,CANADIAN OVER,GBX,0.06,-0.01,-11.11,,,,,COPL
CAPC,CAP & COUNT,GBX,172.3,-16.4,-8.69,,,,,CAPC
CPX,CAP-XX,GBX,2.65,-0.1,-3.64,,,,,CPX
CAL,CAP.&REG.,GBX,156.65,-33.35,-17.55,,,,,CAL
CPI,CAPITA GROUP,GBX,40.98,-9.01,-18.02,,,,,CPI
CGT,CAPITAL GEARING,GBX,4060.0,-190.0,-4.47,,,,,CGT
CAR,CARCLO,GBX,5.75,0.0,0.0,,,,,CAR
CARD,CARD FACTORY,GBX,60.7,-8.8,-12.66,,,,,CARD
CDFF,CARDIFF PROP.,GBX,1725.0,0.0,0.0,,,,,CDFF
CTH,CARETECH HLDG,GBX,395.0,-27.0,-6.4,,,,,CTH
CIHL,CARIBBEAN INV,GBX,28.0,-0.5,-1.75,,,,,CIHL
CLLN,CARILLION,GBX,14.2,0.0,0.0,,,,,CLLN
CCL,CARNIVAL,GBX,1289.0,-277.5,-17.71,,,,,CCL
CARR,CARRS GROUP,GBX,89.5,0.0,0.0,,,,,CARR
CASP,CASPIAN SUNRISE,GBX,3.1,-0.95,-23.46,,,,,CASP
CGS,CASTINGS,GBX,359.0,0.0,0.0,,,,,CGS
CTP,CASTLETON,GBX,69.5,0.0,0.0,,,,,CTP
CMX,CATALYST MEDIA,GBX,61.5,-2.5,-3.91,,,,,CMX
CAT,CATCO REINS.,USD,0.21,0.0,0.0,,,,,CAT
CATC,CATCO REINS. C,USD,0.37,-0.01,-2.62,,,,,CATC
CTNA,CATENA GRP,GBX,25.5,0.0,0.0,,,,,CTNA
CTEA,CATENAE IN PLC,GBX,0.47,0.0,0.0,,,,,CTEA
CTI,CATHAY INTL LD,GBX,1.7,-0.15,-8.11,,,,,CTI
CCJI,CC JAPAN,GBX,105.0,-11.0,-9.48,,,,,CCJI
CLL,CELLO HEALTH,GBX,120.0,-6.0,-4.76,,,,,CLL
CCP,CELTIC,GBX,124.0,-3.5,-2.75,,,,,CCP
CNKS,CENKOS SEC,GBX,44.5,-6.0,-11.88,,,,,CNKS
CAU,CENTAUR,GBX,36.5,0.0,0.0,,,,,CAU
CAML,CENTRAL ASIA,GBX,138.2,-18.8,-11.97,,,,,CAML
CNIC,CENTRALNIC,GBX,67.5,-7.5,-10.0,,,,,CNIC
CNA,CENTRICA,GBX,43.55,-9.39,-17.74,,,,,CNA
CEPS,CEPS,GBX,32.5,0.0,0.0,,,,,CEPS
CWR,CERES POWER,GBX,300.0,-49.0,-14.04,,,,,CWR
CER,CERILLION,GBX,192.5,-21.5,-10.05,,,,,CER
CGH,CHAARAT GOLD,GBX,33.5,0.0,0.0,,,,,CGH
CHAL,CHALLENGER AQ,GBX,0.12,-0.03,-17.24,,,,,CHAL
CMH,CHAMBERLIN,GBX,21.0,0.0,0.0,,,,,CMH
CCT,CHARACTER GRP.,GBX,260.0,-2.0,-0.76,,,,,CCT
CAY,CHARLES STANLEY,GBX,267.0,0.0,0.0,,,,,CAY
CKT,CHECKIT,GBX,31.0,-5.5,-15.07,,,,,CKT
SDV,CHELVERTN UK,GBX,145.0,-14.0,-8.8,,,,,SDV
CGW,CHELVERTON,GBX,36.0,0.0,0.0,,,,,CGW
CHG,CHEMRING GRP.,GBX,195.6,-24.4,-11.09,,,,,CHG
CSN,CHESNARA,GBX,255.0,-23.0,-8.27,,,,,CSN
CHF,CHESTERFIELD R.,GBX,2.65,0.0,0.0,,,,,CHF
CNG,CHINA NONFERR,GBX,9.07,0.0,0.0,,,,,CNG
