Code,Name,Cur,Price,+/-,%+/-,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Symbol
PTAL,PETROTAL CORPO.,GBX,10.5,-1.5,-12.5,,,,,PTAL
PETS,PETS AT HOME,GBX,220.8,-17.4,-7.3,,,,,PETS
PHAR,PHAROS ENERGY,GBX,14.3,-3.7,-20.56,,,,,PHAR
PHM,PHIMEDIX,GBX,4.5,0.0,0.0,,,,,PHM
PXC,PHOENIX COPPER.,GBX,9.0,0.0,0.0,,,,,PXC
PGR,PHOENIX GLOBAL,GBX,8.2,0.0,0.0,,,,,PGR
PHNX,PHOENIX GRP HDG,GBX,565.2,-75.8,-11.83,,,,,PHNX
PHTM,PHOTO-ME INTL.,GBX,77.3,-2.5,-3.13,,,,,PHTM
PHSC,PHSC,GBX,10.0,0.0,0.0,,,,,PHSC
PYC,PHYSIOMICS,GBX,2.1,-0.15,-6.67,,,,,PYC
PIP,PIPEHAWK,GBX,5.25,-0.25,-4.54,,,,,PIP
PIRI,PIRES INV,GBX,2.05,-0.2,-8.89,,,,,PIRI
PTD,PITTARDS,GBX,62.5,0.0,0.0,,,,,PTD
PHC,PLANT HEALTH,GBX,6.62,0.0,0.0,,,,,PHC
PLAZ,PLAZA,GBX,27.5,0.0,0.0,,,,,PLAZ
POS,PLEXUS,GBX,17.5,-3.0,-14.63,,,,,POS
PLUS,PLUS500,GBX,800.2,-90.2,-10.13,,,,,PLUS
PPG,PLUTUS PWRGEN,GBX,0.07,0.0,0.0,,,,,PPG
POLR,POLAR C. HLDGS,GBX,351.0,-85.0,-19.5,,,,,POLR
PCFT,POLAR CAP GBL,GBX,102.0,0.0,0.0,,,,,PCFT
PCGH,POLAR CAP GLBL,GBX,197.5,-8.5,-4.13,,,,,PCGH
PCT,POLAR CAP.,GBX,1322.0,-108.0,-7.55,,,,,PCT
POLX,POLAREAN IMAG.,GBX,19.0,-1.5,-7.32,,,,,POLX
PSSL,POLL STREET SEC,GBX,756.0,-36.0,-4.55,,,,,PSSL
POL,POLO RES.,GBX,2.27,0.0,0.0,,,,,POL
PLP,POLYPIPE GROUP,GBX,444.6,-66.9,-13.08,,,,,PLP
PMP,PORTMEIRION,GBX,500.0,0.0,0.0,,,,,PMP
PRV,PORVAIR,GBX,580.0,-68.0,-10.49,,,,,PRV
POW,POWER METAL,GBX,0.33,-0.03,-7.14,,,,,POW
PHE,POWERHOUSE ENER,GBX,0.95,-0.2,-17.39,,,,,PHE
PDZ,PRAIRIE MIN,GBX,9.15,0.0,0.0,,,,,PDZ
PFD,PREM FOODS,GBX,22.65,-4.85,-17.64,,,,,PFD
PREM,PREMIER AFR,GBX,0.06,-0.01,-20.0,,,,,PREM
PGIT,PREMIER GLOBAL,GBX,109.0,-10.0,-8.4,,,,,PGIT
PMI,PREMIER MITON,GBX,127.5,-12.5,-8.93,,,,,PMI
PMO,PREMIER OIL,GBX,12.62,-10.35,-45.04,,,,,PMO
PVG,PREMIER VET GRP,GBX,30.0,0.0,0.0,,,,,PVG
PPC,PRESIDENT ENRGY,GBX,2.35,-0.1,-4.08,,,,,PPC
PRES,PRESSURE TECH,GBX,106.5,-8.5,-7.39,,,,,PRES
PHP,PRIMARY HEALTH,GBX,140.4,-13.8,-8.95,,,,,PHP
PRP,PRIME PEOPLE,GBX,64.5,-2.5,-3.73,,,,,PRP
PRIM,PRIMORUS INV.,GBX,2.6,-0.2,-7.14,,,,,PRIM
PHD,PROACTIS,GBX,24.5,0.0,0.0,,,,,PHD
TPFG,PROPTY FRANCHIS,GBX,181.0,-13.0,-6.7,,,,,TPFG
PXOG,PROSPEX OIL,GBX,0.07,0.0,0.0,,,,,PXOG
PRM,PROTEOME,GBX,3.0,0.0,0.0,,,,,PRM
PPS,PROTON MTR PWR,GBX,30.0,-6.0,-16.67,,,,,PPS
PGOO,PROVEN GROWTH,GBX,57.5,0.0,0.0,,,,,PGOO
PVN,PROVEN VCT,GBX,68.0,0.0,0.0,,,,,PVN
PXS,PROVEXIS,GBX,0.5,0.0,0.0,,,,,PXS
PFG,PROVIDENT FIN.,GBX,279.1,-40.7,-12.73,,,,,PFG
PRSR,PRS REIT,GBX,74.0,-6.5,-8.07,,,,,PRSR
PRU,PRUDENTIAL,GBX,884.8,-177.2,-16.68,,,,,PRU
PU12,PUMA 12,GBX,80.0,0.0,0.0,,,,,PU12
PU11,PUMA VCT 11,GBX,75.0,0.0,0.0,,,,,PU11
PU13,PUMA VCT 13 PLC,GBX,92.0,0.0,0.0,,,,,PU13
PUR,PURE GOLD MIN.,GBX,32.5,-3.5,-9.72,,,,,PUR
PURE,PURECIRCLE,GBX,131.2,0.0,0.0,,,,,PURE
PRTC,PURETECH,GBX,269.0,-5.0,-1.82,,,,,PRTC
PURP,PURPLEBRICKS,GBX,53.5,-9.5,-15.08,,,,,PURP
PVCS,PV CRYSTALOX,GBX,51.25,0.0,0.0,,,,,PVCS
PZC,PZ CUSSONS,GBX,161.0,-3.6,-2.19,,,,,PZC
QQ.,QINETIQ,GBX,305.0,-10.8,-3.42,,,,,QQ.
QFI,QUADRISE,GBX,2.02,0.0,0.0,,,,,QFI
QTX,QUARTIX HLDS,GBX,338.0,-5.0,-1.46,,,,,QTX
QRT,QUARTO GRP.,GBX,57.5,-1.0,-1.71,,,,,QRT
QRTR,QUARTO GRP.S,GBX,66.5,0.0,0.0,,,,,QRTR
QLT,QUILTER PLC,GBX,120.65,-18.0,-12.98,,,,,QLT
QXT,QUIXANT,GBX,110.5,-12.5,-10.16,,,,,QXT
RE.,R.E.A.HLDGS.,GBX,106.5,0.0,0.0,,,,,RE.
RAI,RA INTERNATION.,GBX,32.0,-2.5,-7.25,,,,,RAI
RMM,RAMBLER,GBX,1.4,0.0,0.0,,,,,RMM
RFX,RAMSDENS HLDGS,GBX,163.5,-21.5,-11.62,,,,,RFX
RNK,RANK GRP.,GBX,186.6,-29.4,-13.61,,,,,RNK
RAT,RATHBONE BROS,GBX,1308.0,-54.0,-3.96,,,,,RAT
RAV,RAVEN PROP,GBX,35.5,-1.5,-4.05,,,,,RAV
RBGP,RBG HOLDINGS,GBX,77.0,-3.5,-4.35,,,,,RBGP
RDL,RDL REAL,GBX,142.0,0.0,0.0,,,,,RDL
RDSA,RDS 'A',GBX,1127.0,-206.8,-15.5,,,,,RDSA
RDSB,RDS 'B',GBX,1100.0,-211.4,-16.12,,,,,RDSB
RBD,REABOLD RES,GBX,0.34,-0.08,-19.05,,,,,RBD
RCH,REACH PLC,GBX,129.6,-8.8,-6.36,,,,,RCH
R4E,REACH4ENTERTAIN,GBX,1.0,0.0,0.0,,,,,R4E
REAT,REACT GROUP,GBX,0.72,-0.05,-6.45,,,,,REAT
RLE,REAL EST. INV.,GBX,45.5,-4.5,-9.0,,,,,RLE
RECI,REAL EST.CRED,GBX,149.0,-11.5,-7.17,,,,,RECI
RGD,REAL GOOD FOOD,GBX,3.75,0.0,0.0,,,,,RGD
RB.,RECKITT BEN. GP,GBX,5150.0,-411.0,-7.39,,,,,RB.
REC,RECORD,GBX,31.75,0.0,0.0,,,,,REC
RRR,RED ROCK,GBX,0.17,-0.05,-22.22,,,,,RRR
RCN,REDCENTRIC,GBX,98.2,-0.8,-0.81,,,,,RCN
REDD,REDDE NORTHGATE,GBX,172.0,-26.2,-13.22,,,,,REDD
RDW,REDROW,GBX,546.0,-92.0,-14.42,,,,,RDW
RED,REDT ENERGY,GBX,1.07,0.0,0.0,,,,,RED
REDX,REDX PHARMA,GBX,5.0,-1.5,-23.08,,,,,REDX
RPT,REGAL PET.,GBX,15.8,0.0,0.0,,,,,RPT
RGM,REGENCY MINES,GBX,2.27,-0.2,-8.08,,,,,RGM
REL,RELX,GBX,1503.0,-182.0,-10.8,,,,,REL
RMS,REMOTE MONITOR,GBX,0.18,0.0,0.0,,,,,RMS
RENX,RENALYTIX AI S,GBX,241.0,-34.0,-12.36,,,,,RENX
RENE,RENEURON,GBX,96.0,-10.0,-9.43,,,,,RENE
RNWH,RENEW HOLDINGS,GBX,450.0,-35.0,-7.22,,,,,RNWH
RWI,RENEWI PLC,GBX,26.05,-4.85,-15.7,,,,,RWI
RSW,RENISHAW,GBX,2922.0,-188.0,-6.05,,,,,RSW
RNO,RENOLD,GBX,11.35,0.0,0.0,,,,,RNO
RTO,RENTOKIL INITL.,GBX,422.3,-37.1,-8.08,,,,,RTO
RESI,RESIDENTIAL SEC,GBX,84.8,0.0,0.0,,,,,RESI
RSG,RESOLUTE MINING,GBX,32.5,-6.0,-15.57,,,,,RSG
RTN,RESTAURANT GP,GBX,55.5,-25.85,-31.78,,,,,RTN
RST,RESTORE,GBX,430.0,-15.0,-3.37,,,,,RST
RBG,REV BARS,GBX,44.0,0.0,0.0,,,,,RBG
RHIM,RHI MAGNESITA,GBX,2206.0,-124.0,-5.32,,,,,RHIM
RCDO,RICARDO,GBX,534.0,-72.0,-11.88,,,,,RCDO
RMV,RIGHTMOVE,GBX,515.8,-43.8,-7.83,,,,,RMV
RIII,RIGHTS &ISS.INC,GBX,1790.0,-115.0,-6.04,,,,,RIII
RIO,RIO TINTO,GBX,2968.0,-396.5,-11.78,,,,,RIO
RCP,RIT CAPITAL,GBX,1796.0,-100.0,-5.27,,,,,RCP
RIV,RIVER MER,GBX,217.5,0.0,0.0,,,,,RIV
RGO,RIVERFORT,GBX,0.61,-0.09,-12.86,,,,,RGO
RCOI,RIVERSTONE CRED,USD,0.85,0.0,0.0,,,,,RCOI
RM.,RM,GBX,238.0,-12.0,-4.8,,,,,RM.
RMDL,RM SECURED,GBX,86.0,-3.5,-3.91,,,,,RMDL
RMDZ,RM ZDP PLC,GBX,106.0,0.0,0.0,,,,,RMDZ
RWA,ROBERT WALT.,GBX,450.0,-30.0,-6.25,,,,,RWA
RBN,ROBINSON,GBX,64.5,0.0,0.0,,,,,RBN
ROCK,ROCKFIRE,GBX,0.62,-0.1,-13.79,,,,,ROCK
RKH,ROCKHOPPER,GBX,5.21,0.0,0.0,,,,,RKH
ROC,ROCKPOOL ACQUI,GBX,9.0,0.0,0.0,,,,,ROC
RRE,ROCKROSE ENERGY,GBX,700.0,-108.0,-13.37,,,,,RRE
RR.,ROLLS-ROYCE HLG,GBX,451.2,-86.4,-16.07,,,,,RR.
ROSE,ROSE PETROL.,GBX,0.78,0.0,0.0,,,,,ROSE
RGP,ROSS GRP.,GBX,1.5,0.0,0.0,,,,,RGP
RDT,ROSSLYN DATA,GBX,4.15,-0.2,-4.6,,,,,RDT
ROL,ROTALA,GBX,46.5,0.0,0.0,,,,,ROL
ROR,ROTORK,GBX,227.3,-18.7,-7.6,,,,,ROR
RBS,ROYAL BANK SCOT,GBX,125.7,-15.9,-11.23,,,,,RBS
RMG,ROYAL MAIL,GBX,137.35,-15.6,-10.2,,,,,RMG
RPS,RPS GRP.,GBX,93.0,-13.6,-12.76,,,,,RPS
RSA,RSA INS.,GBX,425.8,-55.7,-11.57,,,,,RSA
RTC,RTC GRP.,GBX,58.5,-1.0,-1.68,,,,,RTC
RICA,RUFFER INV. CO.,GBX,225.0,8.0,3.69,,,,,RICA
RUR,RURELEC,GBX,0.4,0.0,0.0,,,,,RUR
RWS,RWS HLDGS,GBX,483.0,-17.0,-3.4,,,,,RWS
SUS,S & U,GBX,1955.0,0.0,0.0,,,,,SUS
SFOR,S4 CAP.,GBX,157.5,-19.5,-11.02,,,,,SFOR
SNT,SABIEN TECH.,GBX,0.19,0.0,0.0,,,,,SNT
SBRE,SABRE INSUR,GBX,250.0,-37.0,-12.89,,,,,SBRE
SSTY,SAFESTAY,GBX,19.0,-0.1,-0.52,,,,,SSTY
SAFE,SAFESTORE,GBX,692.5,-85.5,-10.99,,,,,SAFE
SAGA,SAGA,GBX,15.0,-2.2,-12.79,,,,,SAGA
SGE,SAGE GRP.,GBX,560.0,-65.0,-10.4,,,,,SGE
SBRY,SAINSBURY(J),GBX,174.95,-16.55,-8.64,,,,,SBRY
SO4,SALT LAKE POT,GBX,20.5,-2.5,-10.87,,,,,SO4
SAR,SAREUM,GBX,0.27,-0.04,-11.47,,,,,SAR
SAVP,SAVANNAH PETROL,GBX,8.0,0.0,0.0,,,,,SAVP
SAV,SAVANNAH RES.,GBX,1.35,-0.05,-3.57,,,,,SAV
SVS,SAVILLS,GBX,882.0,-116.5,-11.67,,,,,SVS
SCLP,SCANCELL HLDGS,GBX,5.75,-0.1,-1.71,,,,,SCLP
SCPA,SCAPA GRP.,GBX,110.2,-17.2,-13.5,,,,,SCPA
SCHO,SCHOLIUM GROUP,GBX,36.5,-1.0,-2.67,,,,,SCHO
SDP,SCHRODER ASIA,GBX,383.5,-25.5,-6.23,,,,,SDP
ATR,SCHRODER ASIAN,GBX,299.0,-24.0,-7.43,,,,,ATR
SERE,SCHRODER EUR.R,GBX,95.0,-3.0,-3.06,,,,,SERE
SCF,SCHRODER INC.,GBX,220.0,-23.0,-9.47,,,,,SCF
SJG,SCHRODER JAPAN,GBX,140.0,-16.0,-10.26,,,,,SJG
SOI,SCHRODER ORIENT,GBX,200.0,-10.0,-4.76,,,,,SOI
SREI,SCHRODER REAL,GBX,47.3,-1.85,-3.76,,,,,SREI
SCP,SCHRODER UK M&S,GBX,443.0,0.0,0.0,,,,,SCP
SUPP,SCHRODER UK PUB,GBX,25.9,0.0,0.0,,,,,SUPP
SDR,SCHRODERS,GBX,2098.0,-321.0,-13.27,,,,,SDR
SDRC,SCHRODERS NV,GBX,1734.0,-240.0,-12.16,,,,,SDRC
SAG,SCIENCE GRP,GBX,199.0,-11.0,-5.24,,,,,SAG
SIS,SCIENCE SPRT,GBX,38.0,-3.0,-7.32,,,,,SIS
SAIN,SCOT.AMER.INV.,GBX,337.0,-36.0,-9.65,,,,,SAIN
SCIN,SCOT.INV.TST.,GBX,638.0,-49.0,-7.13,,,,,SCIN
SST,SCOT.ORNTL.SMLL,GBX,770.0,-30.0,-3.75,,,,,SST
SGEM,SCOTGEMS,GBX,59.5,-3.5,-5.56,,,,,SGEM
SGZ,SCOTGOLD DI,GBX,52.5,-5.0,-8.7,,,,,SGZ
SMT,SCOTTISH MORT,GBX,513.0,-43.5,-7.82,,,,,SMT
SCS,SCS GROUP,GBX,162.0,-28.0,-14.74,,,,,SCS
SEIT,SDCL ENERGY EF.,GBX,104.0,0.0,0.0,,,,,SEIT
SDI,SDI GRP PLC,GBX,51.6,-7.9,-13.28,,,,,SDI
SDL,SDL,GBX,510.0,-32.0,-5.9,,,,,SDL
SDX,SDX ENERGY,GBX,14.25,-1.38,-8.8,,,,,SDX
SCGL,SEALAND CAP,GBX,0.4,0.0,0.0,,,,,SCGL
SECG,SEC NEWGATE,GBX,39.0,-1.5,-3.7,,,,,SECG
STS,SECS.SCOTLAND,GBX,158.5,0.0,0.0,,,,,STS
SIR,SECURE INCOME,GBX,350.0,-65.0,-15.66,,,,,SIR
SPDI,SECURE PROP,GBX,7.5,0.0,0.0,,,,,SPDI
STB,SECURE TRUST,GBX,1180.0,0.0,0.0,,,,,STB
SEE,SEEING,GBX,2.67,-0.38,-12.29,,,,,SEE
SGRO,SEGRO,GBX,734.0,-76.2,-9.4,,,,,SGRO
SVCT,SENECA B,GBX,84.0,0.0,0.0,,,,,SVCT
SIGT,SENECA GLBL,GBX,141.75,-9.0,-5.97,,,,,SIGT
HYG,SENECA GROWTH,GBX,22.0,0.0,0.0,,,,,HYG
SNR,SENIOR,GBX,119.0,-10.0,-7.75,,,,,SNR
SENS,SENSYNE HEALTH.,GBX,39.0,0.0,0.0,,,,,SENS
SEPL,SEPLAT PETROL.,GBX,58.8,-5.7,-8.84,,,,,SEPL
SRB,SERABI,GBX,80.5,-7.5,-8.52,,,,,SRB
SRP,SERCO GRP.,GBX,121.4,-5.7,-4.48,,,,,SRP
SQZ,SERICA,GBX,76.0,-8.0,-9.52,,,,,SQZ
SENX,SERINUS ENERGY,GBX,9.0,-0.25,-2.7,,,,,SENX
SFR,SEVERFIELD,GBX,70.8,-4.2,-5.6,,,,,SFR
SVT,SEVERN TRENT,GBX,2195.0,-159.0,-6.75,,,,,SVT
SHB,SHAFTESBURY,GBX,712.0,-45.0,-5.94,,,,,SHB
SHG,SHANTA GOLD,GBX,9.0,-1.5,-14.29,,,,,SHG
SHRE,SHARE,GBX,28.0,-2.0,-6.67,,,,,SHRE
SWG,SHEARWATER,GBX,212.0,-20.0,-8.62,,,,,SWG
SEFA,SHEFA GEMS,GBX,2.5,0.0,0.0,,,,,SEFA
STX,SHIELD THERA,GBX,115.5,-6.0,-4.94,,,,,STX
SHRS,SHIRES INC.,GBX,210.0,0.0,0.0,,,,,SHRS
SHOE,SHOE ZONE,GBX,115.5,-14.0,-10.81,,,,,SHOE
SHI,SIG,GBX,35.46,-9.08,-20.39,,,,,SHI
SGM,SIGMA CAPITAL,GBX,95.0,-6.0,-5.94,,,,,SGM
SRC,SIGMAROC,GBX,38.8,-2.5,-6.05,,,,,SRC
SIG,SIGNATURE AVIAT,GBX,201.5,-30.2,-13.03,,,,,SIG
SLN,SILENCE THER.,GBX,450.0,-20.0,-4.26,,,,,SLN
SAE,SIMEC ATLANTIS,GBX,9.25,0.0,0.0,,,,,SAE
SIM,SIMIGON,GBX,7.0,0.0,0.0,,,,,SIM
SBIZ,SIMPLYBIZ GRP,GBX,155.0,-26.5,-14.6,,,,,SBIZ
SXX,SIRIUS MINERALS,GBX,5.49,-0.01,-0.09,,,,,SXX
SBTX,SKINBIOTHERAP.,GBX,8.25,-0.25,-2.94,,,,,SBTX
SLNG,SLINGSBY H.C,GBX,65.0,0.0,0.0,,,,,SLNG
SMS,SMART METERING,GBX,561.0,104.2,22.81,,,,,SMS
SMJ,SMART(J),GBX,123.0,-0.5,-0.41,,,,,SMJ
SMRT,SMARTSPACE,GBX,21.5,0.0,0.0,,,,,SMRT
SN.,SMITH&NEPHEW,GBX,1319.0,-187.0,-12.42,,,,,SN.
SMDS,SMITH(DS),GBX,267.9,-33.5,-11.11,,,,,SMDS
SMIN,SMITHS GROUP,GBX,1016.0,-164.0,-13.9,,,,,SMIN
SSON,SMITHSON INVEST,GBX,1078.0,-74.0,-6.42,,,,,SSON
SCT,SOFTCAT,GBX,937.0,-55.0,-5.54,,,,,SCT
SOLG,SOLGOLD,GBX,13.36,-0.74,-5.25,,,,,SOLG
SOLI,SOLID STATE,GBX,417.0,-18.0,-4.14,,,,,SOLI
SOLO,SOLO OIL,GBX,0.65,-0.1,-13.33,,,,,SOLO
SPE,SOPHEON,GBX,655.0,-25.0,-3.68,,,,,SPE
SOS,SOSANDAR,GBX,13.25,-0.88,-6.2,,,,,SOS
SOU,SOUND ENERGY,GBX,0.98,0.0,0.0,,,,,SOU
S32,SOUTH32,GBX,81.2,-12.8,-13.62,,,,,S32
SAL,SPACEANDPEOPLE,GBX,8.5,-0.5,-5.56,,,,,SAL
SXS,SPECTRIS,GBX,2261.0,-233.0,-9.34,,,,,SXS
SDY,SPEEDY HIRE,GBX,61.6,-3.6,-5.52,,,,,SDY
SOP,SPINNAKER OPPS,GBX,4.65,0.0,0.0,,,,,SOP
SPX,SPIRAX-SARCO,GBX,7775.0,-270.0,-3.36,,,,,SPX
SPI,SPIRE HEALTH,GBX,84.4,-14.0,-14.23,,,,,SPI
SPT,SPIRENT,GBX,205.5,-13.0,-5.95,,,,,SPT
SPO,SPORTECH,GBX,25.2,0.0,0.0,,,,,SPO
SPR,SPRINGFIELD PR.,GBX,110.0,-17.5,-13.72,,,,,SPR
SSIF,SQN SECURED INC,GBX,82.5,-1.0,-1.2,,,,,SSIF
SRT,SRT MARINE SYS.,GBX,30.0,-3.5,-10.45,,,,,SRT
SSE,SSE,GBX,1243.5,-159.0,-11.34,,,,,SSE
SSPG,SSP GRP,GBX,339.0,-76.5,-18.41,,,,,SSPG
SJH,ST JAMES HOUSE,GBX,34.0,-3.5,-9.33,,,,,SJH
STJ,ST.JAMES'S PLAC,GBX,757.4,-105.8,-12.26,,,,,STJ
SMP,ST.MODWEN PROP.,GBX,416.5,-24.5,-5.56,,,,,SMP
STAF,STAFFLINE,GBX,32.0,-1.35,-4.05,,,,,STAF
SGC,STAGECOACH,GBX,95.15,-11.75,-10.99,,,,,SGC
SLS,STAND LIFE UK,GBX,459.00,-43.0,-8.57,,,,,SLS
STAN,STAND.CHART.,GBX,418.20,-53.7,-11.38,,,,,STAN
STA,STAR PHX GRP,GBX,1.25,0.0,0.0,,,,,STA
OBOR,STARCREST EDUC.,GBX,42.00,0.0,0.0,,,,,OBOR
SVE,STARVEST,GBX,4.50,-0.25,-5.26,,,,,SVE
SLI,STD LFE IN PTY,GBX,70.70,-8.9,-11.18,,,,,SLI
SLA,STD LIFE ABER,GBX,204.70,-39.8,-16.28,,,,,SLA
SLPE,STD LIFE PRIV.,GBX,300.00,-25.0,-7.69,,,,,SLPE
STCM,STEPPE CEMENT,GBX,24.50,-1.0,-3.92,,,,,STCM
SEY,STERLING ENERGY,GBX,7.60,0.0,0.0,,,,,SEY
STEM,STHREE,GBX,265.50,-13.5,-4.84,,,,,STEM
STIL,STILFONTEIN,GBX,-,0.0,0.0,,,,,STIL
STOB,STOBART,GBX,45.20,-10.0,-18.12,,,,,STOB
STCK,STOCK SPIRIT,GBX,151.00,-11.2,-6.91,,,,,STCK
STHP,STRANGER HLDGS,GBX,1.38,0.0,0.0,,,,,STHP
SEC,STRATEGIC EQTY,GBX,197.50,0.0,0.0,,,,,SEC
SML,STRATEGIC MIN.,GBX,0.50,0.0,0.0,,,,,SML
KETL,STRIX GROUP,GBX,138.00,-17.0,-10.97,,,,,KETL
STU,STUDIO RET,GBX,166.00,-29.5,-15.09,,,,,STU
STVG,STVG,GBX,360.0,-10.0,-2.7,,,,,STVG
SWC,SUMMERWAY CAPI.,GBX,97.5,0.0,0.0,,,,,SWC
SUMO,SUMO GROUP PLC,GBX,151.0,-11.0,-6.79,,,,,SUMO
SRES,SUNRISE RES,GBX,0.1,-0.01,-9.52,,,,,SRES
SDRY,SUPERDRY,GBX,196.8,-18.0,-8.38,,,,,SDRY
SUPR,SUPERMARKET INC,GBX,103.5,-1.0,-0.96,,,,,SUPR
SURE,SURE VENTURES,GBX,97.5,-3.5,-3.46,,,,,SURE
SUR,SURESERVE,GBX,36.0,-1.0,-2.7,,,,,SUR
SCE,SURFACE TRANS,GBX,20.5,-1.0,-4.65,,,,,SCE
SUN,SURGICAL INNOV.,GBX,1.7,-0.12,-6.85,,,,,SUN
SUH,SUTTON HARBOUR,GBX,19.0,-0.5,-2.56,,,,,SUH
SVM,SVM UK EMERG,GBX,77.5,-7.5,-8.82,,,,,SVM
SLP,SYLVANIA PL,GBX,45.5,-4.5,-9.0,,,,,SLP
SYM,SYMPHONY ENV.,GBX,13.5,-2.5,-15.62,,,,,SYM
SNG,SYNAIRGEN,GBX,29.7,8.4,39.44,,,,,SNG
SNX,SYNECTICS,GBX,147.5,-2.5,-1.67,,,,,SNX
SYNT,SYNTHOMER,GBX,232.0,-20.8,-8.23,,,,,SYNT
SYS,SYSGROUP,GBX,30.0,-1.0,-3.23,,,,,SYS
SYS1,SYSTEM1 GROUP,GBX,160.0,-2.5,-1.54,,,,,SYS1
TALK,TALKTALK,GBX,88.0,-9.95,-10.16,,,,,TALK
TND,TANDEM GROUP,GBX,145.0,-35.0,-19.44,,,,,TND
TAN,TANFIELD,GBX,1.7,0.0,0.0,,,,,TAN
THRL,TARGET HEALTHC.,GBX,103.0,-8.0,-7.21,,,,,THRL
TKO,TASEKO MINES L.,GBX,32.5,0.0,0.0,,,,,TKO
TAST,TASTY,GBX,2.75,-0.25,-8.33,,,,,TAST
TATE,TATE & LYLE,GBX,609.2,-56.6,-8.5,,,,,TATE
TAM,TATTON ASSET M.,GBX,230.0,-10.0,-4.17,,,,,TAM
TAVI,TAVISTOCK,GBX,1.9,-0.05,-2.56,,,,,TAVI
TW.,TAYLOR WIMPEY,GBX,156.65,-23.35,-12.97,,,,,TW.
TBCG,TBC BANK GP,GBX,1140.0,-30.0,-2.56,,,,,TBCG
CTO,TCLARKE,GBX,102.5,0.0,0.0,,,,,CTO
TM17,TEAM17 GROUP,GBX,466.0,-73.0,-13.54,,,,,TM17
TED,TED BAKER,GBX,230.0,-20.4,-8.15,,,,,TED
TEK,TEKCAPITAL,GBX,4.1,0.0,0.0,,,,,TEK
TGP,TEKMAR GROUP P.,GBX,105.0,0.0,0.0,,,,,TGP
TEP,TELECOM PLUS,GBX,1110.0,-110.0,-9.02,,,,,TEP
TCM,TELIT COMM,GBX,93.0,-12.0,-11.43,,,,,TCM
TMPL,TEMPLE BAR,GBX,904.0,-98.0,-9.78,,,,,TMPL
TEM,TEMPLETON EMRG.,GBX,644.0,-68.0,-9.55,,,,,TEM
TEG,TEN ENT GRP,GBX,196.5,-28.5,-12.67,,,,,TEG
TENG,TEN LIFE,GBX,74.25,0.0,0.0,,,,,TENG
TERN,TERN,GBX,5.15,-0.7,-11.97,,,,,TERN
TYM,TERTIARY MINS.,GBX,0.34,-0.03,-6.94,,,,,TYM
TSCO,TESCO,GBX,211.2,-20.9,-9.0,,,,,TSCO
TXH,TEX HLDGS.,GBX,73.0,0.0,0.0,,,,,TXH
THS,THARISA,GBX,52.5,-6.0,-10.26,,,,,THS
BARK,THE BARKBY GRO.,GBX,26.5,-2.0,-7.02,,,,,BARK
TPX,THE PANOPLY HO.,GBX,65.0,-10.0,-13.33,,,,,TPX
PEBB,THE PEBBLE GRO.,GBX,120.0,-12.5,-9.43,,,,,PEBB
VTC,THE VITEC GRP.,GBX,720.0,-88.0,-10.89,,,,,VTC
WRKS,THEWORKS.CO.UK.,GBX,25.5,0.0,0.0,,,,,WRKS
TSL,THINKSMART LTD,GBX,18.25,-1.0,-5.2,,,,,TSL
THR,THOR MINING,GBX,0.23,-0.02,-7.84,,,,,THR
TFW,THORPE (F.W),GBX,274.0,-13.0,-4.53,,,,,TFW
THRU,THRUVISION GRP,GBX,19.6,-0.6,-2.97,,,,,THRU
TIFS,TI FLUID,GBX,148.4,-26.2,-15.01,,,,,TIFS
TIR,TIGER RES,GBX,0.15,0.0,0.0,,,,,TIR
TMO,TIME OUT,GBX,84.0,-3.0,-3.45,,,,,TMO
TRX,TISSUE REGENIX,GBX,0.72,-0.1,-12.12,,,,,TRX
TON,TITON HLDGS.,GBX,80.0,0.0,0.0,,,,,TON
TILS,TIZIANA LIFE SC,GBX,75.0,-10.0,-11.77,,,,,TILS
TLOU,TLOU ENERGY,GBX,1.95,-0.05,-2.5,,,,,TLOU
PBLT,TOC PROPERTY,GBX,103.5,0.0,0.0,,,,,PBLT
TOM,TOMCO ENERGY,GBX,0.62,-0.07,-10.71,,,,,TOM
TOOP,TOOPLE PLC,GBX,0.07,-0.01,-12.9,,,,,TOOP
TPT,TOPPS TILES,GBX,36.7,-9.0,-19.69,,,,,TPT
TLY,TOTALLY,GBX,11.6,-0.38,-3.13,,,,,TLY
TXP,TOUCHST EX DI,GBX,29.75,-4.65,-13.52,,,,,TXP
TST,TOUCHSTAR PLC,GBX,37.5,0.0,0.0,,,,,TST
TRP,TOWER RESOURCES,GBX,0.32,-0.02,-5.97,,,,,TRP
TOWN,TOWN CENTRE,GBX,178.5,0.0,0.0,,,,,TOWN
TPG,TP GRP,GBX,5.4,-0.38,-6.49,,,,,TPG
TCAP,TP ICAP,GBX,317.2,-37.8,-10.65,,,,,TCAP
TRG,TR EURO.GROWTH,GBX,698.0,-44.0,-5.93,,,,,TRG
TRY,TR PROP.INV.TST,GBX,370.5,-47.5,-11.36,,,,,TRY
TWD,TRACKWISE DESI.,GBX,88.5,0.0,0.0,,,,,TWD
TRCS,TRACSIS,GBX,622.5,-57.5,-8.46,,,,,TRCS
